restaurantId,Avg_Rate,Avg_Sentiment_Score,Avg_Combined_Score,Positive_Count,Negative_Count,Neutral_Count,Total_Reviews,Positive_Rate,Negative_Rate,Neutral_Rate,Final_Score,Final_Score_Normalized,Category
67812ec1514dba6089ed9407,7.586666666666667,8.8,8.193333333333333,24,2,4,30,0.8,0.06666666666666667,0.13333333333333333,9.793333333333333,8.472307692307693,Positive
67812ec1514dba6089ed9457,7.22,9.1,8.16,27,3,0,30,0.9,0.1,0.0,9.760000000000002,8.44923076923077,Positive
67812ec1514dba6089ed930a,7.125,8.875,8.0,6,0,2,8,0.75,0.0,0.25,9.75,8.442307692307693,Positive
67812ec1514dba6089ed945f,8.828571428571427,8.071428571428571,8.45,5,1,1,7,0.7142857142857143,0.14285714285714285,0.14285714285714285,9.735714285714284,8.432417582417582,Positive
67812ec1514dba6089ed9347,7.819999999999999,8.65,8.235000000000001,24,3,3,30,0.8,0.1,0.1,9.735000000000001,8.431923076923077,Positive
67812ec1514dba6089ed9414,7.355555555555556,9.0,8.177777777777777,8,1,0,9,0.8888888888888888,0.1111111111111111,0.0,9.733333333333334,8.430769230769231,Positive
67812ec1514dba6089ed935c,7.159999999999999,9.1,8.129999999999999,9,1,0,10,0.9,0.1,0.0,9.73,8.428461538461539,Positive
67812ec1514dba6089ed9485,7.857142857142857,8.714285714285714,8.285714285714286,12,2,0,14,0.8571428571428571,0.14285714285714285,0.0,9.714285714285714,8.417582417582416,Positive
67812ec1514dba6089ed9311,5.4,10.0,7.7,1,0,0,1,1.0,0.0,0.0,9.7,8.407692307692308,Positive
67812ec1514dba6089ed9462,7.675862068965517,8.758620689655173,8.217241379310344,25,4,0,29,0.8620689655172413,0.13793103448275862,0.0,9.665517241379309,8.383819628647213,Positive
67812ec1514dba6089ed92d4,7.4399999999999995,8.8,8.12,25,3,2,30,0.8333333333333334,0.1,0.06666666666666667,9.653333333333332,8.375384615384615,Positive
67812ec1514dba6089ed9301,6.6,9.1,7.85,4,0,1,5,0.8,0.0,0.2,9.649999999999999,8.373076923076923,Positive
